LD1,LD2,LD3,Label
-40.837634675142546,26.708056717970823,117.02990516227187,Heartbleed
-36.1945404661204,40.63854898617046,118.18510343306049,Heartbleed
-40.14542859041225,32.3653240441163,118.03699813130008,Heartbleed
-38.71782999483737,32.493653476294675,118.91681590311335,Heartbleed
-37.10932652288146,27.540739314453983,116.56955462964083,Heartbleed
-41.1242839591311,30.19069466757502,120.5821410068463,Heartbleed
-41.36213141210146,29.794800887320196,121.9078770956487,Heartbleed
-7.113048463459534,-3.13553660304203,21.796522330880443,Heartbleed
-1.1896855308522445,-3.4060899153852344,-2.956986871667057,BENIGN
-2.2032240506260066,-1.8581071009904426,-2.4421829761798795,BENIGN
-5.317947268065798,0.979953588808546,0.9536321290117253,BENIGN
-2.0151499235966392,-3.2554089815109513,-1.7890258766805125,BENIGN
-1.4073748834027768,-2.054322481007144,-2.9761968681199416,BENIGN
-2.5748371606592655,-0.7259659538307255,-0.16930681623590546,BENIGN
-1.3575980626086122,-3.3574681915454003,-2.596523609098593,BENIGN
-0.12806033374217524,-0.5507986813410943,-1.427678832829642,BENIGN
1.832217602802045,-1.287146836717033,0.5977250674146709,BENIGN
2.5434885599746058,-0.7916232189526905,-6.446521754078477,BENIGN
-0.8176012935494301,-1.04224873354259,-0.9732340731239109,BENIGN
-1.394440698378703,-2.0468296680831695,-3.0335337377252123,BENIGN
1.3954735938908007,-0.20604643303968476,-5.235538551992399,BENIGN
-1.4279725588956478,-1.9513305431634227,-3.024765903176944,BENIGN
-0.6732018361070667,-0.6256235868457086,-1.728891045854001,BENIGN
-5.428236098469137,0.873168244364054,1.2088869429312852,BENIGN
3.7353831957260106,4.919183434682481,4.24668377401674,BENIGN
-3.545550682968637,-1.2844895296038883,-0.4398821030863954,BENIGN
-1.7008818534246428,-1.6518491509979507,-3.237088394073497,BENIGN
-5.630185340623101,-1.1821833669517967,-3.2632399225422195,BENIGN
-1.9057486922418252,-1.1305195550868827,-0.04458723517152594,BENIGN
-2.0137224069365636,0.29677332674921564,-0.9354399479716891,BENIGN
-1.3546738454374812,-3.145700165956604,-2.7790968812424652,BENIGN
-1.065850596511588,-3.820626022177588,-3.305436925789728,BENIGN
2.1691501850656394,0.9321515405001337,-2.3297027585281787,BENIGN
-0.7108994261827617,-3.7359371461172226,-3.3876642604224743,BENIGN
0.2581015411387637,-2.390804777854578,-1.2399949623099082,BENIGN
4.659232711000798,4.22409942061965,3.5884205288081215,BENIGN
-1.646186916669207,-0.68478797589629,-3.0984543737808834,BENIGN
-1.5552563993357622,-0.9423341196421907,-2.7462976420102736,BENIGN
-1.3389315651905267,-1.7598949878072028,-2.781742279490531,BENIGN
-2.4081386512664067,-3.692209281449491,-3.1209694298278303,BENIGN
1.9368894467961428,1.8754168622141325,-0.6292345244703716,BENIGN
-1.330703409375986,-4.531491550826762,-5.341524341748024,BENIGN
1.8143660624765217,-4.301895494762181,-3.410174261306635,BENIGN
-4.181997891094767,-0.8238037519578736,0.029217757025932455,BENIGN
-1.516615206192047,-1.7771923524685014,-2.866734411885973,BENIGN
-2.246074331558709,-1.5263808062906068,-2.670086535191381,BENIGN
-1.2791846378764664,-3.3063712453886187,-2.9337553809877606,BENIGN
-1.7483619339364025,-3.1506779738154433,-2.2820776782338346,BENIGN
2.0579357344086446,-1.3932985381760195,1.1748763251959837,BENIGN
-0.45955625179831355,-2.3471008065572083,-1.484331238533202,BENIGN
1.187763654821676,1.1836569279473634,-1.96879827172748,BENIGN
-0.2941159001567749,-3.402978540913547,-1.4652792490481314,BENIGN
-4.4761181410982624,3.518232841481804,-2.0571344926808575,BENIGN
-0.15863373118849486,-1.9436632586923683,-0.8943467266749583,BENIGN
-0.5889327105234854,-3.722819110356497,-3.3436060291271175,BENIGN
2.2658597516299874,1.0744262951205563,-1.9664732946105292,BENIGN
-1.8336637282412132,-0.7784118615714029,-2.8220944839499373,BENIGN
-1.4553110494204387,-1.970715262759938,-2.9587578255288656,BENIGN
0.26079796479219186,-3.5972694459578416,-1.7353341606307227,BENIGN
-1.651782761829757,-2.1478798254114433,-2.624583487599059,BENIGN
-1.2421251025139448,-3.2789817529149032,-2.843566299289329,BENIGN
-1.3790971806077554,-3.3680707941740518,-2.610123065866692,BENIGN
0.8413441422902667,4.631947819105314,2.817018265665282,BENIGN
-1.8219712240692991,-1.9115368210840358,-3.1117107964891706,BENIGN
-1.325806133996305,-3.3421420622253923,-2.576033871035938,BENIGN
-0.42588800621650974,-1.093007340373103,-1.439253495823739,BENIGN
-0.9444293068528286,-2.5553564216934883,-5.650947644709429,BENIGN
-1.523622966074125,-2.913624028779543,-5.412328714623738,BENIGN
-1.3528843639145658,-3.376799477874235,-2.5583378130636265,BENIGN
-1.4534635652931664,-1.9750436331011136,-2.953796648578883,BENIGN
-0.5437332596024615,-1.6031711186817117,-1.3789083393236734,BENIGN
2.0015628499969065,-1.4655769719252132,0.8620826145815356,BENIGN
-3.9963135856842964,-1.0890361013537713,0.523829941460903,BENIGN
1.586643489024216,-0.5892390562503191,-1.4634405940974544,BENIGN
-1.5010210127118124,-2.0315118950622693,-3.0396366251111977,BENIGN
-1.5366092695335831,-2.12518534321686,-1.2334471588954552,BENIGN
-1.1979223967876578,-3.300867299094406,-2.8626923971272924,BENIGN
-3.0754942668379286,-1.443455594465251,-1.7408457073306784,BENIGN
1.2591358114236453,-1.9770848360909112,-0.26143698948332594,BENIGN
-4.64354799320193,0.5091868044795165,1.0220829695275095,BENIGN
-2.457140034786406,-3.8037715786058475,-3.4210157507146977,BENIGN
-2.504774532142005,-1.8703716565081456,-2.673495401168641,BENIGN
-1.4850761870487468,-1.9977294632685054,-3.025102612980526,BENIGN
-1.2415313781124409,-3.265494501665833,-2.819760449139379,BENIGN
-1.257812933191705,-3.2462925732901042,-2.9638649459684756,BENIGN
-5.223062141141307,0.9547099094351124,1.372096947358955,BENIGN
-5.211384820321333,-0.6390400202621431,2.5079195927997406,BENIGN
-1.5936524195520636,-1.1331737725660092,-3.100645265278638,BENIGN
-2.122267799481129,-2.3337129412126876,-1.403759465618967,BENIGN
0.6693618026453386,-1.8415530334538697,0.20871522181593896,BENIGN
-1.6224607857151125,-2.101449810516327,-2.7005870581934297,BENIGN
2.052525523205197,-1.4134693255417283,1.1233094862647526,BENIGN
-0.12363066328360148,-1.4360980383143827,-1.9916548587609426,BENIGN
8.069320301495344,-5.901979998943919,-1.4185346669231096,BENIGN
-1.2192278134221717,-3.3478588858882206,-2.999924426273593,BENIGN
-2.6784284064207258,0.116508917268058,-3.027718579191666,BENIGN
-0.13347436432939494,-1.4378864067034116,-1.9987858712982225,BENIGN
-0.9738081358948196,0.3783190555938741,-4.348883000910993,BENIGN
-4.680892199987798,0.31576962469076925,-0.9874212513890099,BENIGN
1.9367455302485188,-2.5933444234660796,0.27391467675416226,BENIGN
-2.4669709164939695,0.3941897541562254,-1.8706410787798986,BENIGN
-1.4557505064725629,-2.006692595359699,-3.047290968594973,BENIGN
-1.6636722675628648,-1.8393894678864267,-3.5605686394417235,BENIGN
-1.4413528020308919,-1.9784166183073935,-2.9767186109123878,BENIGN
-1.4547634190400582,-1.9699216912814692,-2.935701265517508,BENIGN
-1.2559024158448642,-3.0227128520316633,-2.9943313117947126,BENIGN
0.07249885053721614,-6.497453344414033,-7.6757135953087285,BENIGN
-1.6194085398384936,-0.731757929552245,-3.191359442560977,BENIGN
